stId,name,FDR,entities_found,entities_tot,reactions_found,reactions_tot,token,cluster,keep_specific,keep_general
R-HSA-5617833,Cilium Assembly,0.002810706171015198,7,256,14,83,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,False,False
R-HSA-2467813,Separation of Sister Chromatids,0.0028519007653535766,6,182,3,8,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-2408522,Selenoamino acid metabolism,0.0028519007653535766,6,182,2,33,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,False,False
R-HSA-9764561,Regulation of CDH1 Function,0.0029248565173576324,4,65,4,16,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,True
R-HSA-6803529,FGFR2 alternative splicing,0.003391393645963525,3,28,4,4,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-9692914,SARS-CoV-1-host interactions,0.0036660845776745887,5,124,5,50,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-6802952,Signaling by BRAF and RAF1 fusions,0.003981727469982821,4,73,5,5,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-373755,Semaphorin interactions,0.003981727469982821,4,71,4,41,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-9678108,SARS-CoV-1 Infection,0.003981727469982821,6,199,6,161,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,False,False
R-HSA-69620,Cell Cycle Checkpoints,0.004004580346305242,7,278,8,63,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,False,True
R-HSA-70326,Glucose metabolism,0.004105883055641968,5,131,9,40,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,False,True
R-HSA-9734009,Defective Intrinsic Pathway for Apoptosis,0.004769642694469889,3,33,3,24,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-195253,Degradation of beta-catenin by the destruction complex,0.005047366008369969,4,78,12,23,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-162909,Host Interactions of HIV factors,0.005180839640270829,5,138,9,54,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,False,False
R-HSA-5625740,RHO GTPases activate PKNs,0.00529080050948616,4,79,3,20,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-168256,Immune System,0.0055440695166956155,28,3033,106,1895,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,False,True
R-HSA-211733,Regulation of activated PAK-2p34 by proteasome mediated degradation,0.006467909381240311,3,37,1,2,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-350562,Regulation of ornithine decarboxylase (ODC),0.006467909381240311,3,38,1,3,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-9958825,Activation of STAT3 by cadherin engagement,0.006467909381240311,4,87,6,33,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,True
R-HSA-5619084,ABC transporter disorders,0.006467909381240311,4,86,4,23,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,False,False
R-HSA-4086400,PCP/CE pathway,0.006467909381240311,4,86,4,24,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-9909396,Circadian clock,0.006467909381240311,5,148,5,78,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,False,True
R-HSA-5357801,Programmed Cell Death,0.006467909381240311,6,225,7,194,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,False,True
R-HSA-1280215,Cytokine Signaling in Immune system,0.006467909381240311,15,1193,20,823,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,False,False
R-HSA-68886,M Phase,0.006484400161032022,8,403,14,96,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,False,True
R-HSA-5654738,Signaling by FGFR2,0.006744443902592101,4,88,11,46,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,False,False
R-HSA-3858494,Beta-catenin independent WNT signaling,0.007010132910172828,5,153,10,51,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,False,False
R-HSA-180534,Vpu mediated degradation of CD4,0.007096360524516232,3,40,1,5,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-5358351,Signaling by Hedgehog,0.0074214958395362185,5,155,12,82,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,False,True
R-HSA-349425,Autodegradation of the E3 ubiquitin ligase COP1,0.007614071402822775,3,41,1,5,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-75815,Ubiquitin-dependent degradation of Cyclin D,0.007614071402822775,3,41,1,5,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,True
R-HSA-381119,Unfolded Protein Response (UPR),0.007633752762822521,5,156,9,99,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-195721,Signaling by WNT,0.007747351748250919,7,320,31,157,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,False,True
R-HSA-180585,Vif-mediated degradation of APOBEC3G,0.007756632043416367,3,43,1,4,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-2555396,Mitotic Metaphase and Anaphase,0.007756632043416367,6,237,5,33,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,False,False
R-HSA-1280218,Adaptive Immune System,0.007756632043416367,15,1237,42,361,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,False,False
R-HSA-169911,Regulation of Apoptosis,0.007756632043416367,3,42,1,5,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,False,False
R-HSA-9909615,Regulation of PD-L1(CD274) Post-translational modification,0.007756632043416367,4,94,6,25,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,False,False
R-HSA-9762114,GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2,0.007756632043416367,3,44,1,4,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-68882,Mitotic Anaphase,0.007756632043416367,6,236,5,32,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,False,False
R-HSA-174113,SCF-beta-TrCP mediated degradation of Emi1,0.007756632043416367,3,42,1,3,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,True
R-HSA-450408,AUF1 (hnRNP D0) binds and destabilizes mRNA,0.007756632043416367,3,43,1,4,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-4641258,Degradation of DVL,0.007756632043416367,3,44,2,7,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-9974237,Negative Regulation of DNA Double Strand Break Response,0.007756632043416367,3,44,1,3,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,True
R-HSA-3371511,HSF1 activation,0.007756632043416367,3,43,4,7,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-8854050,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,0.007756632043416367,3,42,2,6,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-4641257,Degradation of AXIN,0.007756632043416367,3,44,2,8,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-9663891,Selective autophagy,0.008014707487398187,4,97,19,56,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,False,True
R-HSA-162906,HIV Infection,0.00874773580070265,6,248,42,160,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,False,False
R-HSA-69541,Stabilization of p53,0.008798548107050719,3,46,1,15,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,False,False
R-HSA-1236978,Cross-presentation of soluble exogenous antigens (endosomes),0.008798548107050719,3,46,2,7,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-9929356,GSK3B-mediated proteasomal degradation of PD-L1(CD274),0.008798548107050719,3,46,1,7,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-2025928,Calcineurin activates NFAT,0.00891570141755893,2,12,2,3,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-9700645,ALK mutants bind TKIs,0.00891570141755893,2,12,1,1,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-9604323,Negative regulation of NOTCH4 signaling,0.009350670908260805,3,47,1,6,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,True
R-HSA-9646399,Aggrephagy,0.009350670908260805,3,47,7,15,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-8941858,Regulation of RUNX3 expression and activity,0.009350670908260805,3,47,1,9,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,True
R-HSA-9929491,SPOP-mediated proteasomal degradation of PD-L1(CD274),0.009923958214301254,3,48,1,6,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-5676590,NIK-->noncanonical NF-kB signaling,0.009923958214301254,3,48,1,9,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-5610780,Degradation of GLI1 by the proteasome,0.00994747047891531,3,49,2,6,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-8957275,Post-translational protein phosphorylation,0.00994747047891531,4,109,1,1,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-9932298,Degradation of CRY and PER proteins,0.00994747047891531,3,49,3,9,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-9656223,Signaling by RAF1 mutants,0.00994747047891531,3,49,5,7,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-9907900,Proteasome assembly,0.00994747047891531,3,52,30,40,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-71291,Metabolism of amino acids and derivatives,0.00994747047891531,10,661,4,302,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,False,True
R-HSA-109581,Apoptosis,0.00994747047891531,5,180,5,142,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,False,False
R-HSA-190236,Signaling by FGFR,0.00994747047891531,4,109,11,142,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,False,True
R-HSA-983705,Signaling by the B Cell Receptor (BCR),0.00994747047891531,5,176,4,45,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,False,False
R-HSA-5607764,CLEC7A (Dectin-1) signaling,0.00994747047891531,4,107,6,45,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,0.00994747047891531,3,52,1,7,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,True
R-HSA-5610783,Degradation of GLI2 by the proteasome,0.00994747047891531,3,49,1,5,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-5610785,GLI3 is processed to GLI3R by the proteasome,0.00994747047891531,3,49,1,5,MjAyNjA5MTMxMzA3MjBfMjMxMTU%3D,19,True,False
R-HSA-9824446,Viral Infection Pathways,2.6692426047247864e-11,33,1407,50,899,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-2262752,Cellular responses to stress,3.3058871196089967e-09,26,1039,70,521,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-5663205,Infectious disease,3.3058871196089967e-09,35,1965,73,1227,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-8953897,Cellular responses to stimuli,4.081132765065831e-09,27,1166,81,613,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,True
R-HSA-9839923,Dengue Virus Infection,6.4114415998517416e-09,17,411,12,142,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-9837999,Mitochondrial protein degradation,4.975091751902028e-07,9,104,6,20,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-392499,Metabolism of proteins,4.975091751902028e-07,35,2427,150,928,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,True
R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand,7.275356037617087e-07,8,76,22,22,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-1643685,Disease,1.3341098495933679e-06,39,3093,156,2176,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,True
R-HSA-6798695,Neutrophil degranulation,1.99480863460888e-06,15,478,6,10,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-422475,Axon guidance,2.4662545079490172e-06,16,566,12,295,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-3371556,Cellular response to heat stress,2.67953099242213e-06,9,135,15,29,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-9675108,Nervous system development,4.953070991575714e-06,16,603,12,322,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,True
R-HSA-168255,Influenza Infection,5.164524759848632e-06,10,200,5,61,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-9954709,Ribosome Quality Control (RQC) complex extracts and degrades nascent peptide,5.164524759848632e-06,8,106,11,13,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-9948299,Ribosome-associated quality control,6.299506501439289e-06,9,155,18,20,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-9918487,Dengue Virus Genome Translation and Replication,8.555953191602406e-06,8,116,5,64,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-8953854,Metabolism of RNA,1.74689497622893e-05,18,863,48,244,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,True
R-HSA-447115,Interleukin-12 family signaling,3.1470535286182155e-05,7,96,13,114,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,7.514939998287673e-05,6,70,5,10,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-9010553,Regulation of expression of SLITs and ROBOs,0.00011070089471632016,8,170,3,20,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit,0.00011070089471632016,7,120,3,3,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,0.00011070089471632016,7,120,3,3,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-168273,Influenza Viral RNA Transcription and Replication,0.00011130932865377474,8,173,4,14,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-168256,Immune System,0.00011130932865377474,34,3033,141,1895,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,True
R-HSA-72766,Translation,0.00011130932865377474,12,448,49,126,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-3371568,Attenuation phase,0.0001439238115832353,5,47,4,5,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-72737,Cap-dependent Translation Initiation,0.0001439238115832353,7,130,13,18,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-9020591,Interleukin-12 signaling,0.0001439238115832353,6,84,7,56,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-72613,Eukaryotic Translation Initiation,0.0001439238115832353,7,130,16,21,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-168249,Innate Immune System,0.0001598626890866317,21,1387,59,782,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,0.0001598626890866317,8,189,6,7,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-72312,rRNA processing,0.00016235929783281478,9,252,8,22,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-1280215,Cytokine Signaling in Immune system,0.0002205822015151071,19,1193,28,823,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-156902,Peptide chain elongation,0.0002642320403056786,6,97,4,5,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-9918481,Dengue Virus-Host Interactions,0.00026499375209210196,9,273,5,59,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-8868773,rRNA processing in the nucleus and cytosol,0.00026499375209210196,8,207,7,15,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-9954714,PELO:HBS1L and ABCE1 dissociate a ribosome on a non-stop mRNA,0.0002924950223606171,6,100,3,3,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-3371571,HSF1-dependent transactivation,0.0002924950223606171,5,59,5,8,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),0.00029741348606582285,6,101,1,1,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-156842,Eukaryotic Translation Elongation,0.00029741348606582285,6,102,4,9,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC,0.00031100282040741334,4,29,2,2,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-72689,Formation of a pool of free 40S subunits,0.00032510753359082933,6,106,2,2,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-72764,Eukaryotic Translation Termination,0.00032510753359082933,6,106,3,5,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-389960,Formation of tubulin folding intermediates by CCT/TriC,0.00032510753359082933,4,30,2,2,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-9954716,ZNF598 and the Ribosome-associated Quality Trigger (RQT) complex dissociate a ribosome stalled on a no-go mRNA,0.00032510753359082933,6,105,4,4,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-376176,Signaling by ROBO receptors,0.00034372584099329195,8,222,3,60,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-2408557,Selenocysteine synthesis,0.0004118356012894342,6,112,2,7,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-70171,Glycolysis,0.0004118356012894342,6,111,5,23,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-192823,Viral mRNA Translation,0.00045419379075450905,6,114,2,2,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-9633012,Response of EIF2AK4 (GCN2) to amino acid deficiency,0.0004766476009809839,6,115,4,16,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-373755,Semaphorin interactions,0.000507617924934145,5,71,4,41,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,0.000507617924934145,6,117,5,5,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-8950505,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,0.0005785141488483525,5,73,5,36,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-389958,Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding,0.000610483241758164,4,37,6,6,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),0.0006185599742134507,6,124,4,5,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-927802,Nonsense-Mediated Decay (NMD),0.0006185599742134507,6,124,5,6,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-9918432,Maturation of DENV proteins,0.0006859646571673039,5,77,3,41,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-70326,Glucose metabolism,0.0008353620232974812,6,131,9,40,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,True
R-HSA-3000484,Scavenging by Class F Receptors,0.0010648107222275272,3,16,2,2,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,True
R-HSA-1428517,Aerobic respiration and respiratory electron transport,0.0013022579076954477,9,361,19,117,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,True
R-HSA-9646399,Aggrephagy,0.0013022579076954477,4,47,6,15,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-8876725,Protein methylation,0.001616113381194051,3,19,3,9,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-399954,Sema3A PAK dependent Axon repulsion,0.001616113381194051,3,19,3,6,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-9663891,Selective autophagy,0.0018386665538876468,5,97,11,56,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-5358351,Signaling by Hedgehog,0.0019022298565875007,6,155,14,82,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,True
R-HSA-1852241,Organelle biogenesis and maintenance,0.0019838138103844827,9,387,22,119,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,True
R-HSA-70263,Gluconeogenesis,0.0022853627255525755,4,56,4,17,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-9613829,Chaperone Mediated Autophagy,0.002567178858596808,3,23,15,19,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-5358346,Hedgehog ligand biogenesis,0.0027826064417291185,4,59,6,15,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-195258,RHO GTPase Effectors,0.002854013150382695,8,325,19,113,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-9013418,RHOBTB2 GTPase cycle,0.002854013150382695,3,24,2,2,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-5627117,RHO GTPases Activate ROCKs,0.002854013150382695,3,24,3,7,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-194315,Signaling by Rho GTPases,0.002854013150382695,12,708,23,203,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-9612973,Autophagy,0.002879151162217819,6,174,28,117,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,True
R-HSA-3371453,Regulation of HSF1-mediated heat shock response,0.003024081901350728,5,113,7,14,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-9711097,Cellular response to starvation,0.00305810023903752,6,176,4,28,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",0.0034879910781929757,12,724,23,212,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,True
R-HSA-2408522,Selenoamino acid metabolism,0.0036477611538264787,6,182,2,33,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-5627123,RHO GTPases activate PAKs,0.003681850975945644,3,27,5,15,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-449147,Signaling by Interleukins,0.004972200532977422,11,646,16,505,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-168316,Assembly of Viral Components at the Budding Site,0.005174360947132861,2,7,1,17,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-71291,Metabolism of amino acids and derivatives,0.005339644369147578,11,661,8,302,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,True
R-HSA-8949613,Cristae formation,0.005842036554233765,3,33,2,2,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-1169410,Antimicrobial mechanism of IFN-stimulated genes,0.005982309491521676,7,284,6,103,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-69275,G2/M Transition,0.006021227731451084,6,205,19,88,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-453274,Mitotic G2-G2/M phases,0.006329893780760543,6,207,19,90,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-5625740,RHO GTPases activate PKNs,0.0064135681107480025,4,79,10,20,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-72163,mRNA Splicing - Major Pathway,0.0064135681107480025,6,213,11,11,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-5693532,DNA Double-Strand Break Repair,0.0064135681107480025,6,210,48,124,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,True
R-HSA-1445148,Translocation of SLC2A4 (GLUT4) to the plasma membrane,0.0064135681107480025,4,81,4,15,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,True
R-HSA-5620920,Cargo trafficking to the periciliary membrane,0.0064135681107480025,4,79,3,29,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-69481,G2/M Checkpoints,0.006551045050259718,5,142,6,24,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-9706574,RHOBTB GTPase Cycle,0.006562098321728715,3,36,3,4,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-69278,"Cell Cycle, Mitotic",0.006976099084794685,10,587,65,367,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-72172,mRNA Splicing,0.008290715923026437,6,224,11,16,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,False,False
R-HSA-9833482,PKR-mediated signaling,0.008596104532944904,4,88,3,40,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-2995410,Nuclear Envelope (NE) Reassembly,0.008596104532944904,4,88,2,24,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-9820952,Respiratory Syncytial Virus Infection Pathway,0.008819790382163406,5,154,7,101,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",0.008819790382163406,3,40,6,16,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
R-HSA-9018519,Estrogen-dependent gene expression,0.008819790382163406,5,153,16,66,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,True
R-HSA-5336415,Uptake and function of diphtheria toxin,0.008819790382163406,2,10,1,5,MjAyNjA5MTMxMzA3MjhfMjMxMTc%3D,20,True,False
